工場番号,受注番号,受注行番号,受注伝票区分,得意先番号,納入先番号,需要家番号,受注日,最終出荷日,品目番号,品目名,型式,注文番号,製番,品目区分,売上担当者,出荷予定日,納期,受注数,単価単位,単位番号,単位名,引当数,単価,仮単価区分,貿易単価区分,金額,特記事項１,特記事項２,出荷数,完納区分,計画必要数,計画立案済数,生産計画立案日,管理部門,不明項目０１(制御項目のため日本語項目名なし）,照会項目,消費税率,通貨,通貨名,他社品番,他社品名,引当在庫場所,納入先名,郵便番号,住所１,住所２,住所３,電話番号,ＦＡＸ番号,輸送ＬＴ,図番,生産工場,レート,自国通貨名,自国通貨,自国金額,レート区分,単価表示ケタ,金額表示ケタ,自国金額表示ケタ,受注種別,登録日,更新日,販売部門,販売発注部門,販売発注番号,販売発注行番号,販売発注区分,登録日(SYSDATE),更新日(SYSDATE),会社コード,受注請書発行区分,受注確認書発行日,データ有効フラグ,ワークフロー区分,ワークフローパターン,フローパターンID,フロー選定条件,承認依頼番号,承認日,品目分類,品目分類名,取扱品目分類１,品目区分１名称,取扱品目分類２,品目区分２名称,取扱品目分類３,品目区分３名称,得意先分類１,得意先種別１名称,得意先分類２,得意先種別２名称,得意先分類３,得意先種別３名称,得意先分類４,得意先種別４名称,取引単位受注数,取引単位コード,取引単位,変換率分子（取引単位）,変換率分母（取引単位）,手配入力区分,版数,手動採番フラグ,請求先名,経由先番号１,経由先名１,経由先番号２,経由先名２,受注先番号,受注先名,経由先番号３,経由先名３,経由営業所番号,責任部門,定価印字区分,受領書発行区分,受注者,前納運送便コード,後納運送便コード,運賃コード,代表荷姿,発注者１,発注者２,発注者３,納期（ヘッダ）,特記事項（ヘッダ）,エンジン機種,KW出力,PS馬力,回転数,減速比,回転方向,クラッチ,基,軸,セット,船種,新船区,船名,船番,船主,造船所,検査,ペラ軸識別CD,回答希望日,回答予定日,回答日,回答者,出図依頼区分,出図依頼内容,出図完了区分,図面_販,図面_承,図面_確,図面_工,図面_振,図面_完,図面_ペ,部署_倉,部署_購,部署_外,部署_大,部署_小,部署_設,部署_検,部署_品,部署_ペ,部署_船,部署_資,部署_井,部署_電,部署_飯,部署_管,部署_出,参照見積番号,参照版数,参照手配書番号,一式計上区分,計上先区分,計上先_手配書番号,請求先_一式金額,経由先１_一式金額,経由先２_一式金額,受注先_一式金額,商品情報,検査番号,納期（明細）,製造日数,加工時間,商談状況,定価存在フラグ,定価,別作表示内容,請求先_仕切率,請求先_単価,請求先_金額,経由先１_仕切率,経由先１_単価,経由先１_金額,経由先２_仕切率,経由先２_単価,経由先２_金額,受注先_仕切率,受注先_単価,受注先_金額,営業原価_単価,営業原価_金額,製造原価_単価,製造原価_金額,経由先３_単価,送り先_単価,手配書発行日,手配書発行日（営業控）,軸径,長さ,厚み,寸法記号,定尺区分,溝区分,プロペラ_ダイヤ,プロペラ_ピッチ,プロペラ_回転方向,プロペラ_形状,プロペラ_材質,プロペラ_翼数,プロペラ_AR,プロペラ_軸径,プロペラ_加工,プロペラ_検査,入力者,粗利率,手配書番号複写フラグ,処理モード,I_SEQ,発注番号,手配担当者,発注先名,出荷番号,受注担当者名,品揃者,梱包者,運送便名,運賃名,発注担当者,得意先締め日,売上担当者,木箱,木枠,段ボール,縄締,パレット,小包,重量,出荷検収日,分納出荷数,出荷登録日(SYSDATE),出荷更新日(SYSDATE),得意先ランク,材料ランク,所属部署コード,地区コード,地区名称,県名,作表担当者,処理区分名,オペレーター名
FAC11       ,N269075610,6,0,4680200,4680200,            ,2026/9/15,20260915,KOU400                   ,NO.11 ｵｲﾙｼｰﾙ, , ,                       ,3,304203,2026/9/18,2026/9/18,1,0,1,個,0,0,1,0,0, , ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1901       ,小林鉄工,086-1815,北海道目梨郡ﾗｳｽ町海岸町111-2, , ,01538-9-3007        ,                    ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1901       ,            ,          ,0,  ,2026/9/15 8:48,2026/9/15 8:48,            ,0,0,1,99,0,              ,        ,          ,0,30,　他社,35,艤装部品,900,その他,      , ,20,20日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,小林鉄工,            , ,            , ,4680200,小林鉄工,            , ,            ,B1901       ,0,0,304003,111,   ,1,  , , , ,2026/9/18, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,2,,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,,081662 CSL035055-2,        ,,0,0,  ,0,0, ,1.25,0,0,,,,,,,1.25,0,0,0,0,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,304003,0,0,1,4070,2609249502,229110,日精機工　株式会社,2609112234,鈴江　誠,,,メーカー直送,立替元払い,村上　由理佳,20,第３道東　鈴江,0,0,0,0,0,0,0,0,1,2026/9/15 8:48,2026/9/15 8:48,B     ,B,B1901       ,C10101013   ,第３/道東,道東,ALL,,
FAC11       ,N269075610,7,0,4680200,4680200,            ,2026/9/15,20260915,KOU400                   ,NO.13 ｶﾞｽｹｯﾄ, , ,                       ,3,304203,2026/9/18,2026/9/18,1,0,1,個,0,0,1,0,0, , ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1901       ,小林鉄工,086-1815,北海道目梨郡ﾗｳｽ町海岸町111-2, , ,01538-9-3007        ,                    ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1901       ,            ,          ,0,  ,2026/9/15 8:48,2026/9/15 8:48,            ,0,0,1,99,0,              ,        ,          ,0,30,　他社,35,艤装部品,900,その他,      , ,20,20日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,小林鉄工,            , ,            , ,4680200,小林鉄工,            , ,            ,B1901       ,0,0,304003,111,   ,1,  , , , ,2026/9/18, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,2,,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,,081429 3A010106-1,        ,,0,0,  ,0,0, ,1.25,0,0,,,,,,,1.25,0,0,0,0,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,304003,0,0,1,4071,2609249503,229110,日精機工　株式会社,2609112234,鈴江　誠,,,メーカー直送,立替元払い,村上　由理佳,20,第３道東　鈴江,0,0,0,0,0,0,0,0,1,2026/9/15 8:48,2026/9/15 8:48,B     ,B,B1901       ,C10101013   ,第３/道東,道東,ALL,,
FAC11       ,N269075610,8,0,4680200,4680200,            ,2026/9/15,20260915,99999900,立替運賃, , ,                       ,99,304203,2026/9/18,2026/9/18,1,0,1,個,0,0,1,0,0, , ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1901       ,小林鉄工,086-1815,北海道目梨郡ﾗｳｽ町海岸町111-2, , ,01538-9-3007        ,                    ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1901       ,            ,          ,0,  ,2026/9/15 8:48,2026/9/15 8:48,            ,0,0,1,99,0,              ,        ,          ,0,70,諸掛り,85,　運賃,900,その他,      , ,20,20日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,小林鉄工,            , ,            , ,4680200,小林鉄工,            , ,            ,B1901       ,0,0,304003,111,   ,1,  , , , ,2026/9/18, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,2,,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,0, ,1.1,0,0,,,,,,,1.1,0,0,0,0,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,304003,0,0,1,4072,2609249504,229110,日精機工　株式会社,2609112234,鈴江　誠,,,メーカー直送,立替元払い,村上　由理佳,20,第３道東　鈴江,0,0,0,0,0,0,0,0,1,2026/9/15 8:48,2026/9/15 8:48,B     ,B,B1901       ,C10101013   ,第３/道東,道東,ALL,,
FAC11       ,N269075720,1,0,3100103,3100103,            ,2026/9/15,20260915,32SP                     ,32SP ﾌﾗﾝｼﾞ型海水こし器, , ,                       ,0,304303,2026/9/15,2026/9/15,2,0,1,個,0,29300,0,0,58600, , ,2,1,2,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1901       ,株式会社　赤井商会,055-0001,北海道沙流郡日高町富川北2-3-12, , ,01456-2-0041        ,01456-2-3344        ,0, ,FAC11       ,1,JPY ,JPY,58600,0,2,0,0,0,2026/9/15,2026/9/15,B1901       ,            ,          ,0,  ,2026/9/15 8:39,2026/9/15 8:40,            ,0,0,1,99,0,              ,        ,          ,0,10,　自社,35,艤装部品,180,海水こし器,      , ,20,20日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,株式会社　赤井商会,            , ,            , ,3100103,株式会社　赤井商会,            , ,            ,B1901       ,0,0,305007,181,   ,2,  , , , ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,2,,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,45800, ,0.64,29300,58600,,,,,,,0.64,29300,58600,20280,40560,12782,25564,,,20260915,0,,,, , , ,,, , , ,,,, , ,305007,30.8,0,1,4073,,,,2609112232,常磐井　武和,,,札幌急配,着払い,,20,第５日胆　鈴江,0,0,0,0,0,0,0,0,2,2026/9/15 8:40,2026/9/15 8:40,B     ,A,B1901       ,C10101015   ,第５/日胆,日胆,ALL,,
FAC11       ,N269075900,1,0,4680200,4680200,            ,2026/9/15,20260915,KOU400                   ,SG-V-2A DC160228 ｾｰﾌﾃｨｺﾞｰﾙﾄﾞV まもり, , ,                       ,3,304203,2026/9/25,2026/9/25,1,0,1,個,0,28800,0,0,28800, , ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1901       ,小林鉄工,086-1815,北海道目梨郡ﾗｳｽ町海岸町111-2, , ,01538-9-3007        ,                    ,0, ,FAC11       ,1,JPY ,JPY,28800,0,2,0,0,0,2026/9/15,2026/9/15,B1901       ,            ,          ,0,  ,2026/9/15 9:05,2026/9/15 9:05,            ,0,0,1,99,0,              ,        ,          ,0,30,　他社,35,艤装部品,900,その他,      , ,20,20日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,小林鉄工,            , ,            , ,4680200,小林鉄工,            , ,            ,B1901       ,0,0,304003,111,   ,1,  , , , ,2026/9/25, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,2,,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,,小池酸素,        ,,0,0,  ,0,0, ,1.25,28800,28800,,,,,,,1.25,28800,28800,25060,25060,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,304003,13,0,1,4074,2609249490,229110,日精機工　株式会社,2609112243,鈴江　誠,,,メーカー直送,立替元払い,村上　由理佳,20,第３道東　鈴江,0,0,0,0,0,0,0,0,1,2026/9/15 9:05,2026/9/15 9:05,B     ,B,B1901       ,C10101013   ,第３/道東,道東,ALL,,
FAC11       ,N269075900,2,0,4680200,4680200,            ,2026/9/15,20260915,99999900,立替運賃, , ,                       ,99,304203,2026/9/25,2026/9/25,1,0,1,個,0,0,1,0,0, , ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1901       ,小林鉄工,086-1815,北海道目梨郡ﾗｳｽ町海岸町111-2, , ,01538-9-3007        ,                    ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1901       ,            ,          ,0,  ,2026/9/15 9:05,2026/9/15 9:05,            ,0,0,1,99,0,              ,        ,          ,0,70,諸掛り,85,　運賃,900,その他,      , ,20,20日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,小林鉄工,            , ,            , ,4680200,小林鉄工,            , ,            ,B1901       ,0,0,304003,111,   ,1,  , , , ,2026/9/25, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,2,,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,0, ,1.1,0,0,,,,,,,1.1,0,0,0,0,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,304003,0,0,1,4075,2609249491,229110,日精機工　株式会社,2609112243,鈴江　誠,,,メーカー直送,立替元払い,村上　由理佳,20,第３道東　鈴江,0,0,0,0,0,0,0,0,1,2026/9/15 9:05,2026/9/15 9:05,B     ,B,B1901       ,C10101013   ,第３/道東,道東,ALL,,
FAC11       ,N269076090,1,0,1000152,4107713,            ,2026/9/15,20260915,SKAL2                    ,SUS 低圧 ｼﾝｸﾞﾙ 2  貫通ﾋﾟｰｽ, , ,                       ,3,304203,2026/9/15,2026/9/15,1,1,1,個,0,4611,0,0,4611, , ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1901       ,ヤンマー舶用システム株式会社　北海道営業部　根室支店,087-0025,北海道根室市西浜町9-58, , ,0153-22-2151        ,0153-22-2157        ,0, ,FAC11       ,1,JPY ,JPY,4611,0,2,0,0,0,2026/9/15,2026/9/15,B1901       ,            ,          ,0,  ,2026/9/15 9:54,2026/9/15 9:55,            ,0,0,1,99,0,              ,        ,          ,0,30,　他社,55,油圧機器,292,油圧アクセサリ,      , ,31,31日締め,20,20,      , ,      , ,0,2, ,1,1,1,0,0,ヤンマー舶用システム　株式会社　北海道営業部,4107713,ヤンマー舶用システム株式会社　北海道営業部　根室支店,            , ,4107713,ヤンマー舶用システム株式会社　北海道営業部　根室支店,            , ,            ,B1901       ,0,0,304003,147,   ,2,  ,38ﾎｸｼｮｳﾏﾙ,宇佐美様, ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,第38北勝丸,,,,0,      ,,,,          ,0, ,0,,,,,,,,2,,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,8400, ,1.25,4611,4611,1.25,4750,4750,,,,1.25,4750,4750,3800,3800,2690,2690,,,20260915,0,,,, , , ,,, , , ,,,, , ,304003,17.6,0,1,4076,,,,2609112283,鈴江　誠,,,宅急便,着払い,,31,第３道東　鈴江,0,0,0,0,0,0,0,0,1,2026/9/15 9:55,2026/9/15 9:55,M     ,M,B1901       ,C10101013   ,第３/道東,道央,ALL,,
FAC11       ,N269076090,2,0,1000152,4107713,            ,2026/9/15,20260915,SKAL12                   ,SUS 低圧 ｼﾝｸﾞﾙ 1/2 貫通ﾋﾟｰｽ, , ,                       ,3,304203,2026/9/15,2026/9/15,2,1,1,個,0,1699,0,0,3398, , ,2,1,2,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1901       ,ヤンマー舶用システム株式会社　北海道営業部　根室支店,087-0025,北海道根室市西浜町9-58, , ,0153-22-2151        ,0153-22-2157        ,0, ,FAC11       ,1,JPY ,JPY,3398,0,2,0,0,0,2026/9/15,2026/9/15,B1901       ,            ,          ,0,  ,2026/9/15 9:54,2026/9/15 9:55,            ,0,0,1,99,0,              ,        ,          ,0,30,　他社,55,油圧機器,292,油圧アクセサリ,      , ,31,31日締め,20,20,      , ,      , ,0,2, ,1,1,1,0,0,ヤンマー舶用システム　株式会社　北海道営業部,4107713,ヤンマー舶用システム株式会社　北海道営業部　根室支店,            , ,4107713,ヤンマー舶用システム株式会社　北海道営業部　根室支店,            , ,            ,B1901       ,0,0,304003,147,   ,2,  ,38ﾎｸｼｮｳﾏﾙ,宇佐美様, ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,第38北勝丸,,,,0,      ,,,,          ,0, ,0,,,,,,,,2,,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,3100, ,1.25,1699,3398,1.25,1750,3500,,,,1.25,1750,3500,1400,2800,1010,2020,,,20260915,0,,,, , , ,,, , , ,,,, , ,304003,17.6,0,1,4077,,,,2609112283,鈴江　誠,,,宅急便,着払い,,31,第３道東　鈴江,0,0,0,0,0,0,0,0,2,2026/9/15 9:55,2026/9/15 9:55,M     ,M,B1901       ,C10101013   ,第３/道東,道央,ALL,,
FAC11       ,N269076090,3,0,1000152,4107713,            ,2026/9/15,20260915,KT012                    ,1/2 (12)T-400型 2方ﾎﾞｰﾙﾊﾞﾙﾌﾞ, , ,                       ,3,304203,2026/9/15,2026/9/15,1,1,1,個,0,6291,0,0,6291, , ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1901       ,ヤンマー舶用システム株式会社　北海道営業部　根室支店,087-0025,北海道根室市西浜町9-58, , ,0153-22-2151        ,0153-22-2157        ,0, ,FAC11       ,1,JPY ,JPY,6291,0,2,0,0,0,2026/9/15,2026/9/15,B1901       ,            ,          ,0,  ,2026/9/15 9:54,2026/9/15 9:55,            ,0,0,1,99,0,              ,        ,          ,0,30,　他社,35,艤装部品,205,バルブ類,      , ,31,31日締め,20,20,      , ,      , ,0,2, ,1,1,1,0,0,ヤンマー舶用システム　株式会社　北海道営業部,4107713,ヤンマー舶用システム株式会社　北海道営業部　根室支店,            , ,4107713,ヤンマー舶用システム株式会社　北海道営業部　根室支店,            , ,            ,B1901       ,0,0,304003,147,   ,2,  ,38ﾎｸｼｮｳﾏﾙ,宇佐美様, ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,第38北勝丸,,,,0,      ,,,,          ,0, ,0,,,,,,,,2,,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,10800, ,0.59,6291,6291,0.6,6480,6480,,,,0.6,6480,6480,4560,4560,3589,3589,,,20260915,0,,,, , , ,,, , , ,,,, , ,304003,27.5,0,1,4078,,,,2609112283,鈴江　誠,,,宅急便,着払い,,31,第３道東　鈴江,0,0,0,0,0,0,0,0,1,2026/9/15 9:55,2026/9/15 9:55,M     ,M,B1901       ,C10101013   ,第３/道東,道央,ALL,,
FAC11       ,N269076090,4,0,1000152,4107713,            ,2026/9/15,20260915,KOU197                   ,12φx7M 耐油ﾎｰｽ, , ,                       ,3,304203,2026/9/15,2026/9/15,1,0,2,本,0,0,1,0,0,丸高興業様, ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1901       ,ヤンマー舶用システム株式会社　北海道営業部　根室支店,087-0025,北海道根室市西浜町9-58, , ,0153-22-2151        ,0153-22-2157        ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1901       ,            ,          ,0,  ,2026/9/15 9:54,2026/9/15 9:55,            ,0,0,1,99,0,              ,        ,          ,0,30,　他社,35,艤装部品,197,ホース類,      , ,31,31日締め,20,20,      , ,      , ,0,2, ,1,1,1,0,0,ヤンマー舶用システム　株式会社　北海道営業部,4107713,ヤンマー舶用システム株式会社　北海道営業部　根室支店,            , ,4107713,ヤンマー舶用システム株式会社　北海道営業部　根室支店,            , ,            ,B1901       ,0,0,304003,147,   ,2,  ,38ﾎｸｼｮｳﾏﾙ,宇佐美様, ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,第38北勝丸,,,,0,      ,,,,          ,0, ,0,,,,,,,,2,,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,0, ,1.2,0,0,1.25,0,0,,,,1.25,0,0,0,0,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,304003,0,0,1,4079,2609249486,229110,丸高興業株式会社　北海道支店,2609112283,鈴江　誠,,,宅急便,着払い,村上　由理佳,31,第３道東　鈴江,0,0,0,0,0,0,0,0,1,2026/9/15 9:55,2026/9/15 9:55,M     ,M,B1901       ,C10101013   ,第３/道東,道央,ALL,,
FAC11       ,N269076090,5,0,1000152,4107713,            ,2026/9/15,20260915,KOU197                   ,15φx5M 耐油ﾎｰｽ, , ,                       ,3,304203,2026/9/15,2026/9/15,1,0,2,本,0,0,1,0,0, , ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1901       ,ヤンマー舶用システム株式会社　北海道営業部　根室支店,087-0025,北海道根室市西浜町9-58, , ,0153-22-2151        ,0153-22-2157        ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1901       ,            ,          ,0,  ,2026/9/15 9:54,2026/9/15 9:55,            ,0,0,1,99,0,              ,        ,          ,0,30,　他社,35,艤装部品,197,ホース類,      , ,31,31日締め,20,20,      , ,      , ,0,2, ,1,1,1,0,0,ヤンマー舶用システム　株式会社　北海道営業部,4107713,ヤンマー舶用システム株式会社　北海道営業部　根室支店,            , ,4107713,ヤンマー舶用システム株式会社　北海道営業部　根室支店,            , ,            ,B1901       ,0,0,304003,147,   ,2,  ,38ﾎｸｼｮｳﾏﾙ,宇佐美様, ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,第38北勝丸,,,,0,      ,,,,          ,0, ,0,,,,,,,,2,,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,0, ,1.2,0,0,1.25,0,0,,,,1.25,0,0,0,0,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,304003,0,0,1,4080,2609249487,229110,丸高興業株式会社　北海道支店,2609112283,鈴江　誠,,,宅急便,着払い,村上　由理佳,31,第３道東　鈴江,0,0,0,0,0,0,0,0,1,2026/9/15 9:55,2026/9/15 9:55,M     ,M,B1901       ,C10101013   ,第３/道東,道央,ALL,,
FAC11       ,N269076090,6,0,1000152,4107713,            ,2026/9/15,20260915,KOU197                   ,19φx2M 耐油ﾎｰｽ, , ,                       ,3,304203,2026/9/15,2026/9/15,1,0,2,本,0,0,1,0,0, , ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1901       ,ヤンマー舶用システム株式会社　北海道営業部　根室支店,087-0025,北海道根室市西浜町9-58, , ,0153-22-2151        ,0153-22-2157        ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1901       ,            ,          ,0,  ,2026/9/15 9:54,2026/9/15 9:55,            ,0,0,1,99,0,              ,        ,          ,0,30,　他社,35,艤装部品,197,ホース類,      , ,31,31日締め,20,20,      , ,      , ,0,2, ,1,1,1,0,0,ヤンマー舶用システム　株式会社　北海道営業部,4107713,ヤンマー舶用システム株式会社　北海道営業部　根室支店,            , ,4107713,ヤンマー舶用システム株式会社　北海道営業部　根室支店,            , ,            ,B1901       ,0,0,304003,147,   ,2,  ,38ﾎｸｼｮｳﾏﾙ,宇佐美様, ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,第38北勝丸,,,,0,      ,,,,          ,0, ,0,,,,,,,,2,,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,0, ,1.2,0,0,1.25,0,0,,,,1.25,0,0,0,0,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,304003,0,0,1,4081,2609249488,229110,丸高興業株式会社　北海道支店,2609112283,鈴江　誠,,,宅急便,着払い,村上　由理佳,31,第３道東　鈴江,0,0,0,0,0,0,0,0,1,2026/9/15 9:55,2026/9/15 9:55,M     ,M,B1901       ,C10101013   ,第３/道東,道央,ALL,,
FAC11       ,N269076240,1,0,4871308,4871308,            ,2026/9/15,20260915,KOU400                   ,ﾏﾝｶﾞﾝﾉｽﾞﾙ, , ,                       ,3,304203,2026/9/15,2026/9/15,120,0,1,個,0,0,1,0,0, , ,120,1,120,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1901       ,栗岡鉄工所,088-1128,北海道厚岸郡厚岸町港町1-70, , ,0153-52-5087        ,0153-52-5087        ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1901       ,            ,          ,0,  ,2026/9/15 9:52,2026/9/15 9:52,            ,0,0,1,99,0,              ,        ,          ,0,30,　他社,35,艤装部品,900,その他,      , ,20,20日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,栗岡鉄工所,            , ,            , ,4871308,栗岡鉄工所,            , ,            ,B1901       ,0,0,163201,35,   ,1,  , , , ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,2,,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,0, ,1.25,0,0,,,,,,,1.25,0,0,0,0,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,163001,0,0,1,4082,,,,2609112282,第１市内　佐橋,,,佐川急便,立替元払い,,20,第３道東　鈴江,0,0,0,0,0,0,0,0,120,2026/9/15 9:52,2026/9/15 9:52,C     ,B,B1901       ,C10101013   ,第３/道東,道東,ALL,,
FAC11       ,N269076240,2,0,4871308,4871308,            ,2026/9/15,20260915,99999900,立替運賃, , ,                       ,99,304203,2026/9/15,2026/9/15,1,0,1,個,0,0,1,0,0, , ,1,1,1,0,0,B3932       ,0,0,10,JPY ,JPY, , ,Z1901       ,栗岡鉄工所,088-1128,北海道厚岸郡厚岸町港町1-70, , ,0153-52-5087        ,0153-52-5087        ,0, ,FAC11       ,1,JPY ,JPY,0,0,2,0,0,0,2026/9/15,2026/9/15,B1901       ,            ,          ,0,  ,2026/9/15 9:52,2026/9/15 9:52,            ,0,0,1,99,0,              ,        ,          ,0,70,諸掛り,85,　運賃,900,その他,      , ,20,20日締め,20,20,      , ,      , ,0,1, ,1,1,1,0,0,栗岡鉄工所,            , ,            , ,4871308,栗岡鉄工所,            , ,            ,B1901       ,0,0,163201,35,   ,1,  , , , ,2026/9/15, ,                    ,0,0,0,0, ,                    ,,,, , ,,,,,0,      ,,,,          ,0, ,0,,,,,,,,2,,,,,,,,,,,,,,,,          ,0,          ,0, ,          ,,,,, ,        ,,0,0,  ,0,0, ,1.1,0,0,,,,,,,1.1,0,0,0,0,0,0,,,20260915,0,,,, , , ,,, , , ,,,, , ,163001,0,0,1,4083,,,,2609112282,第１市内　佐橋,,,佐川急便,立替元払い,,20,第３道東　鈴江,0,0,0,0,0,0,0,0,1,2026/9/15 9:52,2026/9/15 9:52,C     ,B,B1901       ,C10101013   ,第３/道東,道東,ALL,,
